Lutz Heuser,SAP Corporate Research Walldorf,The Relevance of Management of Business Processes and Orchestration,2009,no Author no Title,no Date,0,0,0,1
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S., Stary, C. Tabletop Concept Mapping",2009,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S., Stary, C. Tabletop Concept Mapping",2009,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S., Stary, C. Effects of a Tabletop Interface on the Co-Construction of Concept Maps",2011,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S., Stary, C. Effects of a Tabletop Interface on the Co-Construction of Concept Maps",2011,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Saint-Andre, P., et al. Extensible messaging and presence protocol ",3920,0,0,1,1
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Saint-Andre, P., et al. Extensible messaging and presence protocol ",3920,0,0,1,1
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Sarini, M., Simone, C. Recursive Articulation Work in Ariadne: The Alignment of Meanings",2002,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Sarini, M., Simone, C. Recursive Articulation Work in Ariadne: The Alignment of Meanings",2002,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Strauss, A. Work and the Division of Labor",1985,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Strauss, A. Work and the Division of Labor",1985,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Strauss, A. Continual Permutations of Action",1993,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Strauss, A. Continual Permutations of Action",1993,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"White, S.A., Miers, D. BPMN Modeling and Reference Guide: Understanding and Using BPMN",2008,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"White, S.A., Miers, D. BPMN Modeling and Reference Guide: Understanding and Using BPMN",2008,0,0,1,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Allweyer, T. Geschäftsprozess-Management",2005,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Allweyer, T. BPMN - Business Process Modeling Notation",2009,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Buchwald, H. The Power of ‘As-Is’ Processes",2009,1,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Buchwald, H., Fleischmann, A., Seese, D., Stary, C. (eds.) S-BPM ONE 2009",2010,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Chao, T., Cohn, D., Flatgard, A., Hahn, S., Linehan, M., Nandi, P., Nigam, A., Pinel, F., Vergo, J., Wu, F.Y. Artifact-Based Transformation of IBM Global Financing",2009,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Chappell, D.A. Enterprise Service Bus",2001,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Davenport, T.H. Process Innovation: Reengineering Work Through Information Technology",1992,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Encyclopedia, W.T.F. Publish/subscribe ",2011,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Fischer, H., Fleischmann, A., Obermeier, S. Geschäftsprozesse realisieren",2006,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Fleischmann, A. What Is S-BPM? In: Buchwald, H",2009,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Fleischmann, A., Schmidt, W., Singer, R., Seese, D. (eds.) S-BPM ONE 2010",2011,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Grässle, P., Baumann, H., Baumann, P. UML projektorientiert",2001,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Komus, A. Key Lessons from Wikimanagement and BPM Best Practices: Aspiring for a Truly Holistic Approach in BPM",2010,1,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Leymann, F., Roller, D. Production Workflow: Concepts and Techniques",1999,1,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Luhmann, N. Einführung in die Systemtheorie",2009,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Melton, J., Buxton, S. Quering XML - XQuery, XPath, and SQL/XML in Context",2006,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Oestereich, B. Analyse und Design mit UML 2",2005,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Pant, K. Business Process Driven SOA Using BPMN and BPEL",2008,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Paper, O.W. Oracle application integration architecture enterprise business objects ",2009,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Popper, K.R. Objektive Erkenntnis",1984,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Porter, M.E. Competitive Advantage",1985,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Tidwell, D., Laurent, S.S., Romano, R. XSLT",2008,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"van der Vlist, E. XML Schema",2002,0,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Weske, M. Business Process Management",2007,0,0,0,0
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,"Cupek, R., Fojcik, M., Sande, O. Object Oriented Vertical Communication in Distributed Industrial Systems",2009,0,0,0,0
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,"DKE Deutsche Kommission Elektrotechnik Elektronik Informationstechnik im DIN und VDE Speicherprogrammierbare Steuerungen - Teil 3: Programmiersprachen, iCS 25",2003,0,0,0,0
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,DKE Deutsche Kommission Elektrotechnik Elektronik Informationstechnik im DIN und VDE Speicherprogrammierbare Steuerungen - Teil 1: Allgemeine Informationen ,6113,0,0,0,1
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,DKE Deutsche Kommission Elektrotechnik Elektronik Informationstechnik im DIN und VDE Function blocks - Part 1: Architecture ,6149,0,0,0,1
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,DKE Deutsche Kommission Elektrotechnik Elektronik Informationstechnik im DIN und VDE OPC Unified Architecture - Part 8: Data Access ,2008,0,0,0,0
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,DKE Deutsche Kommission Elektrotechnik Elektronik Informationstechnik im DIN und VDE OPC Unified Architecture - Teil 1: Übersicht und Konzepte ,2008,0,0,0,0
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,DKE Deutsche Kommission Elektrotechnik Elektronik Informationstechnik im DIN und VDE Programmable Controllers - Part 3: Programming languages; English version ,2009,0,0,0,0
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,DKE Deutsche Kommission Elektrotechnik Elektronik Informationstechnik im DIN und VDE OPC Unified Architecture - Teil 3: Adressraummodell ,6254,0,0,0,1
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,"Endi, M., Elhalwagy, Y., Hashad, A. Three-layer plc/scada system architecture in process automation and data monitoring",2010,0,0,0,0
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,0,0
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,"Frey, G., Thramboulidis, K. Einbindung der iec 61131 in modellgetriebene entwicklungsprozesse",2011,0,0,0,0
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,"Mahnke, W., Leitner, S.H., Damm, M. OPC Unified Architecture",2009,0,0,0,0
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,"Meyer, N., Radmayr, M., Heininger, R., Rothschädl, T., Fleischmann, A. Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router",2011,1,1,0,0
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,"PLCopen XML Formats for IEC 61131-3, 2",2009,0,0,0,0
