Lutz Heuser,SAP Corporate Research Walldorf,2009,The Relevance of Management of Business Processes and Orchestration,no Author no Title,no Date,0,0,1
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"Silver, B. ",2009,0,0,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"Smeds, R. and Alvesalo, J. ",2003,0,0,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"Sousa, K., Mendonça, H., Lievyns, A. and Vanderdonckt, J. ",2011,0,0,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"Stender, P. and Kaiser, G. ",2015,0,0,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"Su, J.-M. ",2015,0,0,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"
Noi Sukaviriya , Vibha Sinha , Thejaswini Ramachandra , Senthil Mani , Markus Stolze, User-centered design and business process modeling: cross road in rapid prototyping tools, Proceedings of the 11th IFIP TC 13 international conference on Human-computer interaction, September 01, ",2007,0,0,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"Van de Pol, J., Volman, M. and Beishuizen, J. ",2010,0,0,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"
Dominik Wachholder , Stefan Oppl, Interactive Coupling of Process Models: A Distributed Tabletop Approach to Collaborative Modeling, Proceedings of the ",2014,0,0,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"Wachholder, D. and Oppl, S. ",2012,0,0,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"
Mathias Weske, Business Process Management: Concepts, Languages, Architectures, Springer Publishing Company, Incorporated, ",2010,0,0,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"Wood, D., Bruner, J.S. and Ross, G. ",1976,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
W. M. P. van der Aalst , A. H. M. ter Hofstede, YAWL: yet another workflow language, Information Systems, v.30 n.4, p.245-275, June ",2005,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
W. M. P. van der Aalst , A. H. M. ter Hofstede, YAWL: yet another workflow language, Information Systems, v.30 n.4, p.245-275, June ",2005,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Marcelo G. Armentano , Analía A. Amandi, Recognition of User Intentions for Interface Agents with Variable Order Markov Models, Proceedings of the 17th International Conference on User Modeling, Adaptation, and Personalization: formerly UM and AH, June 22-26, ",2009,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Marcelo G. Armentano , Analía A. Amandi, Recognition of User Intentions for Interface Agents with Variable Order Markov Models, Proceedings of the 17th International Conference on User Modeling, Adaptation, and Personalization: formerly UM and AH, June 22-26, ",2009,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Awad, A., Grosskopf, A., Meyer, A., and Weske, M. Enabling resourassignment constraints in BPMN. Hasso Plattner Institute, Potsdam (",2009,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Awad, A., Grosskopf, A., Meyer, A., and Weske, M. Enabling resourassignment constraints in BPMN. Hasso Plattner Institute, Potsdam (",2009,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"S-BPM: https://www.metasonic.de/en/s-bpm/, last visited. January 31, ",2017,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"S-BPM: https://www.metasonic.de/en/s-bpm/, last visited. January 31, ",2017,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"BPMN: http://www.bpmn.com/, last visited. January 31, ",2017,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"BPMN: http://www.bpmn.com/, last visited. January 31, ",2017,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Brüning, J., Gogolla, M., and Forbrig, P.: Modeling and Formally Checking Workflow Properties Using UML and OCL. BIR ",2010,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Brüning, J., Gogolla, M., and Forbrig, P.: Modeling and Formally Checking Workflow Properties Using UML and OCL. BIR ",2010,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Brüning, J., Forbrig, P.: TTMS: A Task Tree Based Workflow Management System. In: Halpin, T., Nurcan, S., Krogstie, J., Soffer, P., Proper, E., Schmidt, R., Bider, I. (eds.) BPMDS ",2011,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Brüning, J., Forbrig, P.: TTMS: A Task Tree Based Workflow Management System. In: Halpin, T., Nurcan, S., Krogstie, J., Soffer, P., Proper, E., Schmidt, R., Bider, I. (eds.) BPMDS ",2011,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Cabanillas, C., Knuplesch, D., Resinas, M., Reichert, M., Mendling, J., and Ruiz-Cortés, A.,: RALph: A Graphical Notation for Resource Assignments in Business Processes. CAiSE ",2015,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Cabanillas, C., Knuplesch, D., Resinas, M., Reichert, M., Mendling, J., and Ruiz-Cortés, A.,: RALph: A Graphical Notation for Resource Assignments in Business Processes. CAiSE ",2015,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Jason Crampton , Hemanth Khambhammettu, Delegation and satisfiability in workflow systems, Proceedings of the 13th ACM symposium on Access control models and technologies, June 11-13, ",2008,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Jason Crampton , Hemanth Khambhammettu, Delegation and satisfiability in workflow systems, Proceedings of the 13th ACM symposium on Access control models and technologies, June 11-13, ",2008,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Fahland, D. Lübke, D., Mendling, J., Reijers, H. A., Weber, B., Weidlich, M., and Zugal, S.: Declarative versus Imperative Process Modeling Languages: The Issue of Understandability. BMMDS/EMMSAD ",2009,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Fahland, D. Lübke, D., Mendling, J., Reijers, H. A., Weber, B., Weidlich, M., and Zugal, S.: Declarative versus Imperative Process Modeling Languages: The Issue of Understandability. BMMDS/EMMSAD ",2009,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Christian Fichtenbauer , Albert Fleischmann, Three Dimensions of Process Models Regarding their Execution, Proceedings of the 8th International Conference on Subject-oriented Business Process Management, April 07-08, ",2016,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Christian Fichtenbauer , Albert Fleischmann, Three Dimensions of Process Models Regarding their Execution, Proceedings of the 8th International Conference on Subject-oriented Business Process Management, April 07-08, ",2016,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Albert Fleischmann , Werner Schmidt , Christian Stary , Stefan Obermeier , Egon Brger, Subject-Oriented Business Process Management, Springer Publishing Company, Incorporated, ",2012,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Albert Fleischmann , Werner Schmidt , Christian Stary , Stefan Obermeier , Egon Brger, Subject-Oriented Business Process Management, Springer Publishing Company, Incorporated, ",2012,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Albert Fleischmann , Christian Stary, Whom to talk to? A stakeholder perspective on business process development, Universal Access in the Information Society, v.11 n.2, p.125-150, June ",2012,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Albert Fleischmann , Christian Stary, Whom to talk to? A stakeholder perspective on business process development, Universal Access in the Information Society, v.11 n.2, p.125-150, June ",2012,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Fleischmann, A., Schmidt, W., and Stary, C., ",2013,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Fleischmann, A., Schmidt, W., and Stary, C., ",2013,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Fleischmann, A., Schmidt, W., and Stary, C., ",2015,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Fleischmann, A., Schmidt, W., and Stary, C., ",2015,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Peter Forbrig , Anke Dittmar , Jens Brüning , Maik Wurdel, Making task modeling suitable for stakeholder-driven workflow specifications, Proceedings of the 6th international conference on Universal access in human-computer interaction: design for all and eInclusion, July 09-14, ",2011,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Peter Forbrig , Anke Dittmar , Jens Brüning , Maik Wurdel, Making task modeling suitable for stakeholder-driven workflow specifications, Proceedings of the 6th international conference on Universal access in human-computer interaction: design for all and eInclusion, July 09-14, ",2011,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Forbrig, P.: Interactions in Smart Environments and the Importance of Modelling, Proceedings of the National Conference on Human-Computer-Interaction - Romanian Journal of HCI, ",2012,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Forbrig, P.: Interactions in Smart Environments and the Importance of Modelling, Proceedings of the National Conference on Human-Computer-Interaction - Romanian Journal of HCI, ",2012,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Peter Johnson , Hilary Johnson , Ray Waddington , Alan Shouls, Task-related knowledge structures: analysis, modelling and application, Proceedings of the Fourth Conference of the British Computer Society on People and computers IV, p.35-62, October ",1988,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Peter Johnson , Hilary Johnson , Ray Waddington , Alan Shouls, Task-related knowledge structures: analysis, modelling and application, Proceedings of the Fourth Conference of the British Computer Society on People and computers IV, p.35-62, October ",1988,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Peter Johnson , Stephanie Wilson , Panos Markopoulos , James Pycock, ADEPT—Advanced Design Environments for Prototyping with Task Models, Proceedings of the INTERCHI '93 conference on Human factors in computing systems, p.56, May ",1993,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
Peter Johnson , Stephanie Wilson , Panos Markopoulos , James Pycock, ADEPT—Advanced Design Environments for Prototyping with Task Models, Proceedings of the INTERCHI '93 conference on Human factors in computing systems, p.56, May ",1993,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Kiefer, P. ",2012,0,0,0
G. Buchholz,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"Kiefer, P. ",2012,0,0,0
P. Forbrig,"University of Rostock, Department of Computer Science, Rostock Germany",Subject-Oriented Specification of Smart Environments,2017,"
David Knuplesch , Manfred Reichert , Akhil Kumar, Visually Monitoring Multiple Perspectives of Business Process Compliance, Proceedings of the 13th International Conference on Business Process Management, August 31-September 03, ",2015,0,0,0
